TDE,Observation Information,Observation Information,Observation Information,Observation Information,Counts,Counts,Counts,Counts,Poisson Analysis,Poisson Analysis,Poisson Analysis,Count Rate,Count Rate,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Modeling,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,Counts in different energy bands,
Swift J1644+57,0678380801,x49,55787.1,27151.2,32859.276,182.966,578.724,6.211,0,1,D,1.51279,0.00842348,1.13,-0.06,0.07,1.31,-0.07,0.08,0.93 (482),4.07E-13,4.01E-13,4.12E-13,1.99E+44,1.96E+44,2.02E+44,1319.17,41.6138,12752.8,127.321,21616.3,148.353,xmm
Swift J1644+57,0678380901,x50,55801,26554.2,7396.87,87.646,267.132,4.222,0,1,D,0.348197,0.00412581,1.02,-0.09,0.1,1.29,-0.11,0.11,1.05 (192),1.46E-13,1.44E-13,1.49E-13,7.17E+43,7.03E+43,7.31E+43,357.166,22.735,2953.33,61.595,4757.4,70.228,xmm
Swift J1644+57,0678381001,x51,55811,24656.5,12123.53,111.854,363.466,4.923,0,1,D,0.614621,0.00567061,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,3.64E-13,3.60E-13,3.66E-13,1.78E+44,1.76E+44,1.79E+44,551.75,27.55,4821.67,78.6125,7828.73,89.857,xmm
Swift J1644+57,0678381201,x52,55836.9,22053.1,15181.191,126.85,852.809,7.54,0,1,D,0.860492,0.00719005,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,5.08E-13,5.04E-13,5.13E-13,2.49E+44,2.47E+44,2.51E+44,756.999,33.22,5992,88.3313,9793.53,101.996,xmm
Swift J1644+57,0700381501,x53,56197.8,27665.1,0,16.101,258.599,4.152,1,0,U,0.0138642,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,8.22E-15,0,0,4.02E+42,0,0,86.3867,0,87.3983,0,199.662,0,xmm
Swift J1644+57,0700381601,x54,56205.8,30666.4,0,15.221,220.202,3.831,1,0,U,0.0107902,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,6.38E-15,0,0,3.13E+42,0,0,84.3581,0,75.2617,0,166.77,0,xmm
Swift J2058+05,"0679380801, 0679380901",x55,55886.6,36000.3,1200.805,39.35436689,,,39.3544,,D,0.0416943,0.00136646,0.22,-0.14,0.15,1.98,-0.27,0.3,0.67 (51),4.15E-14,3.90E-14,4.46E-14,5.39E+44,5.06E+44,5.79E+44,490.418,26.7237,413.305,28.8613,341.736,23.6561,xmm
Swift J2058+05,0694830201,x56,56048.7,47940.4,1379.937,43.827,507.063,5.814,43.827,1,D,0.0359805,0.00114275,0.087,-0.078,0.08,1.51,-0.211,0.226,1.096 (70),4.16E-14,3.95E-14,4.37E-14,5.40E+44,5.13E+44,5.67E+44,522.001,28.8363,656.251,31.5488,438.202,27.435,xmm
WINGS J1348,0097820101,x57,51721.1,47707.8,53592.791,262.719,14464.209,21.053,1,0,D,1.40419,0.00688355,0.11,-0.02,0.05,1.92,-0.07,0.06,1.01 (685),1.01E-12,9.08E-13,1.31E-12,9.31E+42,8.40E+42,1.21E+43,25672.1,201.855,25816.3,203.049,12450.9,128.917,xmm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASX J0203,9100500004,xs1,53018,2530,20.333,4.587,0.67,0.21,0,1,D,0.00893,0.002,0.02,,,4.5,,,,4.90E-15,3.79E-15,5.98E-15,4.45E+40,3.45E+40,5.44E+40,10.8889,3.51556,4.37,2.22333,1.22707,0,slew
2MASX J0249,9177000003,xs2,55052.4,5380,0,1.054,1.667,0.333,1,0,U,0.00114423,0,0.44,average of xmm fits for this event,,7.7,average of xmm fits for this event,,,1.20E-15,0,0,1.09E+40,0,0,2.7968,0,1,0,1.22707,0,slew
3XMM J152130.7+074916,9148900002,xs3,54490.9,2565,0,3.44,12.366,0.912,1,0,U,0.00992662,0,0.026,,,5.18,,,,5.02E-15,0,0,4.77E+41,0,0,7.17735,0,6.44151,0,14.1628,0,slew
ASASSN-14ae,9164500004,xs4,54803,1310,0,1.035,1.07,0.27,1,0,U,0.00354,0,0.0171,,,4.5,,,,1.79E-15,0,0,7.91E+39,0,0,2.29354,0,1.36342,0,1.54164,0,slew
ASASSN-14ae,9237200005,xs5,56253.1,3520,0,0.2,0.6,0.2,1,0,U,0.000924,0,0.0171,,,4.5,,,,4.67E-16,0,0,2.06E+39,0,0,0.937256,0,0.937256,0,1.54164,0,slew
ASASSN-14ae,9264300002,xs6,56792.3,4030,0.8,1.442,1.2,0.28,1,0,U,0.00124,0,0.0171,,,4.5,,,,6.27E-16,0,0,2.77E+39,0,0,2.7968,0,0.937256,0,1.54164,0,slew
ASASSN-14ae,9273100003,xs7,56968.6,4070,0,0.275,1.13,0.28,1,0,U,0.00118,0,0.0171,,,4.5,,,,5.97E-16,0,0,2.64E+39,0,0,1.36342,0,0.937256,0,1.81716,0,slew
ASASSN-14li,9165300002,xs8,54818.8,1990,0,0.235,0.94,0.23,1,0,U,0.00214,0,0.0163,,,4.5,,,,1.06E-15,0,0,1.00E+39,0,0,1.58888,0,0.867217,0,1.42999,0,slew
ASASSN-15lh,9216800004,xs9,55845.6,135,0.529,1.014,0.47,0.17,1,0,U,0.0208,0,0.0325,,,4.5,,,,1.99E-14,0,0,3.49E+42,0,0,1.15,0,1,0,1.69,0,slew
D23H-1,9202500002,xs10,55560.2,915.37,0,1.052,1.6,0.327,1,0,U,0.00654833,0,0.04,,,4.5,,,,5.06E-15,0,0,5.21E+41,0,0,2.01907,0,1.36342,0,1.81716,0,slew
D3-13,9064500006,xs11,52808.8,2277,0.467,1.45,1.533,0.32,1,0,U,0.0025606,0,0.0134,,,4.5,,,,1.14E-15,0,0,6.23E+41,0,0,2.55263,0,0.937256,0,2.06418,0,slew
D3-13,9248400002,xs12,56475.2,3390,0,0.258,1,0.258,1,0,U,0.00131105,0,0.0134,,,4.5,,,,5.84E-16,0,0,3.19E+41,0,0,1.36342,0,1.71293,0,1.22707,0,slew
DES14C1kia,9276400004,xs13,57034.5,1400,2.267,1.746,0.73,0.22,0.1663,0.8337,U,0.00263,0,0.00791,,,4.5,,,,9.02E-16,0,0,6.82E+40,0,0,2.29354,0,1,0,1.54164,0,slew
DES14C1kia,9278700003,xs14,57079.9,1710,0.333,2.305,4.67,0.56,1,0,U,0.00726,0,0.00791,,,4.5,,,,2.49E-15,0,0,1.88E+41,0,0,3.02578,0,2.29354,0,6.78397,0,slew
HLX-1,9091500002,xs15,53346.2,2727.5,0.533,1.015,0.467,0.167,1,0,U,0.00102541,0,0.0221,,,2.832,average of xmm fits for this event,,,9.41E-16,0,0,1.04E+39,0,0,0.937256,0,0.937256,0,1.22707,0,slew
HLX-1,9184000003,xs16,55191.2,2552.5,1.467,1.761,1.533,0.32,0.78346,0.21654,U,0.00228422,0,0.0221,,,2.832,average of xmm fits for this event,,,2.08E-15,0,0,2.31E+39,0,0,2.55263,0,1.71293,0,1.54164,0,slew
HLX-1,9237300003,xs17,56254.7,1198,0,0.333,1.667,0.333,1,0,U,0.00513854,0,0.0221,,,2.832,average of xmm fits for this event,,,4.70E-15,0,0,5.21E+39,0,0,2.01907,0,2.01907,0,2.51712,0,slew
IC 3599,9137800003,xs18,54270.3,5010,0,0.265,1.125,0.265,1,0,U,0.000452461,0,0.0127,,,4.5,,,,5.16E-15,0,0,5.18E+39,0,0,1.94444,0,1.3174,0,1.75,0,slew
IC 3599,9267000002,xs19,56847.1,4216,0,0,0.25,0.125,1,0,U,0.000461206,0,0.0127,,,4.5,,,,2.00E-16,0,0,2.01E+38,0,0,1,0,1,0,0.808994,0,slew
IC 3599,9284400002,xs20,57193.4,6021,0,1.033,1.062,0.258,1,0,U,0.000766503,0,0.0127,,,4.5,,,,3.33E-16,0,0,3.34E+38,0,0,2.68909,0,1,0,1.18566,0,slew
IGR J12580,9037400004,xs21,52267.9,2968.7,0,0.2,0.6,0.2,1,0,U,0.0010943,0,0.015,,,2.3,average of xmm fits for this event,,,1.03E-15,0,0,3.72E+37,0,0,1,0,0.937256,0,1.81716,0,slew
IGR J17361-4441,9214800002 + 9214800003,xs22,55805.7,2197.6,132.267,16.666,7.733,1.008,0,1,D,0.0668745,0.00842636,0.455,average of xmm fits for this event,,1.975,average of xmm fits for this event,,,6.49E-14,5.67E-14,7.31E-14,2.39E+41,2.09E+41,2.70E+41,26.9633,5.79313,41.0367,6.85576,68.733,8.43499,slew
LEDA 095953,9157600002,xs23,54664.9,5679,1.134,3.254,8.866,0.769,0.99986,0.00014,U,0.00348237,0,0.0414,,,4.5,,,,2.73E-15,0,0,8.38E+39,0,0,9.78884,0,7.53774,0,5.82492,0,slew
NGC 1097,9128900002,xs24,54092.4,5884,7.667,3.015,1.333,0.298,0.00046,0.99954,D,0.00144781,0.000569341,0.019,,,4.5,,,,7.74E-16,4.69E-16,1.08E-15,2.94E+37,1.78E+37,4.09E+37,6.29667,2.72667,0.937256,0,2.51712,0,slew
NGC 1097,9184200003,xs25,55195.7,4365.9,12.533,3.755,1.467,0.313,5.50E-08,1,D,0.00318962,0.000955639,0.019,,,4.5,,,,1.70E-15,1.19E-15,2.22E-15,6.46E+37,4.52E+37,8.41E+37,10.37,3.52111,2.29354,0,1.81716,0,slew
NGC 1097,9194100003,xs26,55392.7,3556,15.4,4.136,1.6,0.327,1.98E-10,1,D,0.0048119,0.00129234,0.019,,,4.5,,,,2.57E-15,1.88E-15,3.26E-15,9.74E+37,7.13E+37,1.24E+38,8.59222,3.14667,4.14778,2.22667,2.8,1.736,slew
NGC 1097,9230600002,xs27,56120.6,2670,7.467,3.017,1.533,0.32,0.00104,0.99896,D,0.00310737,0.00125551,0.019,,,4.5,,,,1.66E-15,9.88E-16,2.33E-15,6.30E+37,3.75E+37,8.83E+37,3.92556,2.23111,2.29354,0,1.54164,0,slew
NGC 2110,9042300006,xs28,52365.9,2967,27.4,6.135,9.6,0.8,3.12E-06,1,D,0.010261,0.0022975,0.2,,,4.5,,,,1.15E-14,8.90E-15,1.41E-14,1.43E+39,1.11E+39,1.75E+39,5.32963,0,5.49961,0,22.267,5.226,slew
NGC 2110,9104900003,xs29,53613.9,1687.57,39.2,6.412,1.8,0.346,0,1,D,0.0258096,0.00422172,0.2,,,4.5,,,,2.88E-14,2.42E-14,3.35E-14,3.59E+39,3.00E+39,4.17E+39,0.937256,0,5.11111,2.49111,33.267,5.835,slew
NGC 2110,9178400003,xs30,55079.9,6553,60.533,7.88,1.467,0.313,0,1,D,0.0102638,0.00133611,0.2,,,4.5,,,,1.15E-14,9.98E-15,1.30E-14,1.43E+39,1.24E+39,1.61E+39,2.29354,0,6.44444,2.72444,51.4,7.214,slew
NGC 247,9110000002,xs31,53715,6489,0,0.291,1.267,0.291,1,0,U,0.000795163,0,0.2,average of xmm fits for this event,,1.62,average of xmm fits for this event,,,7.51E-16,0,0,4.52E+35,0,0,1.36342,0,1.71293,0,2.06418,0,slew
NGC 247,9184100002,xs32,55193.2,1195.8,0,0.305,1.4,0.305,1,0,U,0.0045991,0,0.2,average of xmm fits for this event,,1.62,average of xmm fits for this event,,,4.35E-15,0,0,2.62E+36,0,0,3.02578,0,1.36342,0,1.54164,0,slew
NGC 3599,9045100003,xs33,52421.2,6350,30,5.574,1,0.258,0,1,D,0.00524934,0.000975328,0.0141,,,2.57,average of xmm fit for this event,,,4.67E-15,3.80E-15,5.53E-15,1.72E+40,1.40E+40,2.04E+40,24,5.21444,1,0,0.843531,0,slew
NGC 3599,9072400006,xs34,52965.7,1170,59.733,7.816,1.267,0.291,0,1,D,0.0567265,0.0074226,0.0141,,,2.57,average of xmm fit for this event,,,5.04E-14,4.38E-14,5.70E-14,1.86E+41,1.62E+41,2.10E+41,38.1478,6.57778,1.36342,0,1.22707,0,slew
NGC 3599,9081400004,xs35,53145.1,5497.55,2.733,1.737,0.267,0.133,0.03051,0.96949,D,0.000552367,0.000351065,0.0141,,,2.57,average of xmm fit for this event,,,4.91E-16,1.79E-16,8.03E-16,1.81E+39,6.59E+38,2.96E+39,1,0,1,0,0.843531,0,slew
NGC 3599,9119700005,xs36,53909.6,2068.16,0.6,2.301,4.4,0.542,1,0,U,0.0057447,0,0.0141,,,2.57,average of xmm fit for this event,,,5.10E-15,0,0,1.88E+40,0,0,8.26373,0,3.24866,0,2.72321,0,slew
NGC 3599,9164500004,xs37,54803,1308,3.4,2.485,2.6,0.416,0.48157,0.51843,U,0.00631783,0,0.0141,,,2.57,average of xmm fit for this event,,,5.62E-15,0,0,2.07E+40,0,0,1.36342,0,3.02578,0,2.92379,0,slew
NGC 3599,9284100002,xs38,57187.3,1348,0,0.283,1.2,0.283,1,0,U,0.00369794,0,0.0141,,,2.57,average of xmm fit for this event,,,3.29E-15,0,0,1.21E+40,0,0,2.55263,0,0.937256,0,1.22707,0,slew
NGC 5905,9201100006 + 9201200005 + 9201500004,xs39,55536.3,16571.5,1.125,2.712,2.875,0.732,0.94387,0.05613,U,0.000533831,0,0.0141,,,4.5,,,,2.26E-16,0,0,6.23E+37,0,0,3.12333,0,1.31157,0,2.41691,0,slew
PGC 1190358,9039700004,xs40,52314,2970,0,0.353,1.87,0.35,1,0,U,0.00223,0,0.045,,,4.5,,,,1.81E-15,0,0,2.30E+38,0,0,2.01907,0,2.01907,0,3.1171,0,slew
PGC 1190358,9258400002,xs41,56675.5,4040,9.6,4.053,6.4,0.65,0.19669,0.80332,U,0.00385,0,0.045,,,4.5,,,,3.13E-15,0,0,3.98E+38,0,0,10.7201,0,1.36342,0,2.29737,0,slew
PGC 1190358,9258600002,xs42,56679.4,4020,2,2.708,5,0.58,0.95957,0.04043,U,0.00324,0,0.045,,,4.5,,,,2.63E-15,0,0,3.34E+38,0,0,3.02578,0,1.36342,0,3.1171,0,slew
Pictor A,9078500005,xs43,53087.8,3767,29.667,5.576,1.333,0.298,0,1,D,0.00875055,0.00164469,0.0412,,,1.73,average of xmm fit for this event,,,8.83E-15,7.17E-15,1.05E-14,2.33E+40,1.89E+40,2.77E+40,11.7778,3.69,9.92556,3.33444,9.467,3.168,slew
Pictor A,9156600004,xs44,54645.3,6766,66.467,8.252,1.533,0.32,0,1,D,0.0109152,0.00135514,0.0412,,,1.73,average of xmm fit for this event,,,1.10E-14,9.64E-15,1.24E-14,2.90E+40,2.54E+40,3.27E+40,35.0367,6.28889,19.7033,4.71667,10.667,3.32,slew
PS1-10jh,9055000002,xs45,52618.1,2912,0,1.0443,1.333,0.298,1,0,U,0.00183023,0,0.0129,,,4.5,,,,8.01E-16,0,0,6.72E+40,0,0,2.01907,0,2.7968,0,1.22707,0,slew
PS1-10jh,9070200009,xs46,52922.5,1238,1.2,2.514,4.8,0.566,0.99177,0.00823,U,0.010207,0,0.0129,,,4.5,,,,4.46E-15,0,0,3.74E+41,0,0,4.62875,0,3.87031,0,6.64972,0,slew
PS1-10jh,9102100003,xs47,53557.9,4095,0,0.115,0.2,0.115,1,0,U,0.000418299,0,0.0129,,,4.5,,,,1.83E-16,0,0,1.53E+40,0,0,1,0,1,0,1.22707,0,slew
PS1-10jh,9212400002,xs48,55757.4,1688.6,0,0.189,0.533,0.189,1,0,U,0.00179189,0,0.0129,,,4.5,,,,7.83E-16,0,0,6.57E+40,0,0,1,0,1,0,1.22707,0,slew
PS1-10jh,9214000006,xs49,55789.8,4782,0.2,1.026,0.8,0.231,1,0,U,0.00080935,0,0.0129,,,4.5,,,,3.54E-16,0,0,2.97E+40,0,0,1.71293,0,0.937256,0,1.22707,0,slew
PS1-10jh,9220500003,xs50,55919.1,6538.6,0,0.115,0.2,0.115,1,0,U,0.000261973,0,0.0129,,,4.5,,,,1.15E-16,0,0,9.62E+39,0,0,1,0,1,0,1,0,slew
PS1-10jh,9266300002,xs51,56833.1,3845,3.4,2.01,0.6,0.2,0.02312,0.97689,D,0.000982517,0.000580841,0.0129,,,4.5,,,,4.30E-16,1.76E-16,6.82E-16,3.61E+40,1.48E+40,5.73E+40,2.01907,0,1,0,0.843531,0,slew
PS1-11af,9054600004,xs52,52611.1,3990,0.667,1.011,0.33,0.15,1,0,U,0.000574,0,0.0213,,,4.5,,,,3.25E-16,0,0,2.23E+41,0,0,0.937256,0,1,0,1.81716,0,slew
PS1-11af,9182000004,xs53,55151.6,5350,0,1.067,2.07,0.37,1,0,U,0.00132,0,0.0213,,,4.5,,,,7.48E-16,0,0,5.13E+41,0,0,1,0,0.937256,0,2.29737,0,slew
PTF-09axc,9230300002,xs54,56114.4,1580,1.733,1.756,1.27,0.29,0.71917,0.28083,U,0.00327,0,0.028,,,4.5,,,,2.13E-15,0,0,7.41E+40,0,0,2.29354,0,1,0,2.06418,0,slew
PTF-09ge,9100500004,xs55,53526.5,1740,0,0.291,1.27,0.29,1,0,U,0.00297,0,0.016,,,4.5,,,,1.45E-15,0,0,1.44E+40,0,0,1.36342,0,1.36342,0,1.54164,0,slew
PTF-10iam,9100700002,xs56,53529.9,4514.88,1,1.77,2,0.365,0.86467,0.13534,U,0.00153631,0,0.01,,,4.5,,,,5.93E-16,0,0,1.85E+40,0,0,2.7968,0,1.36342,0,2.29737,0,slew
PTF-10iam,9164700002,xs57,54806.3,3755,0,0.221,0.733,0.221,1,0,U,0.000976909,0,0.01,,,4.5,,,,3.76E-16,0,0,1.17E+40,0,0,1.36342,0,0.937256,0,0.843531,0,slew
PTF-10iam,9273100003,xs58,56968.6,4065,0,0.291,1.267,0.291,1,0,U,0.00126933,0,0.01,,,4.5,,,,4.89E-16,0,0,1.52E+40,0,0,6.47214,0,0.937256,0,2.51712,0,slew
PTF-10nuj,9131700004,xs59,54148.6,4590,0.467,1.018,0.53,0.19,1,0,U,0.000659,0,0.0138,,,4.5,,,,2.98E-16,0,0,1.42E+40,0,0,1.71293,0,0.937256,0,1.54164,0,slew
PTF-10nuj,9239400002,xs60,56296.3,5460,0,0.221,0.73,0.22,1,0,U,0.000671,0,0.0138,,,4.5,,,,3.04E-16,0,0,1.45E+40,0,0,4.06709,0,1.36342,0,1.22707,0,slew
PTF-11glr,9102900004,xs61,53574.6,2170,0.667,2.521,5.33,0.6,1,0,U,0.00628,0,0.0212,,,4.5,,,,3.55E-15,0,0,4.72E+41,0,0,3.11111,1.92889,3.24866,0,7.30762,0,slew
RBS 1032,9044100004,xs62,52401.1,2986.5,0,1.056,1.733,0.34,1,0,U,0.00211407,0,0.0198,,,4.5,,,,1.15E-15,0,0,1.75E+39,0,0,2.29354,0,0.937256,0,1.81716,0,slew
RBS 1032,9155200003,xs63,54617,3442,7.733,3.797,6.267,0.646,0.43698,0.56302,U,0.00444741,0,0.0198,,,4.5,,,,2.43E-15,0,0,3.68E+39,0,0,7.11111,3.36556,3.46345,0,6.10397,0,slew
RBS 1032,9245800002,xs64,56423.3,2778,0,0.333,1.667,0.333,1,0,U,0.00221597,0,0.0198,,,4.5,,,,1.21E-15,0,0,1.84E+39,0,0,4.80697,0,0.937256,0,0.843531,0,slew
RX J1242-11A,9284400003,xs65,57193.9,4328.9,0,0.221,0.733,0.221,1,0,U,0.000847396,0,0.0352,,,4.5,,,,6.17E-16,0,0,3.63E+39,0,0,1.36342,0,1,0,1.54164,0,slew
RX J1420+53,9083600005,xs66,53189.3,5574,1,1.438,1,0.258,0.63212,0.36788,U,0.000797353,0,0.0118,,,4.5,,,,3.33E-16,0,0,2.02E+40,0,0,0.937256,0,0.937256,0,1.81716,0,slew
RX J1624+75,9054800002,xs67,52614.1,2625.96,0.533,1.015,0.467,0.176,1,0,U,0.00106506,0,0.038,,,4.5,,,,8.07E-16,0,0,7.88E+39,0,0,1.36342,0,0.937256,0,1.22707,0,slew
RX J1624+75,9135800002,xs68,54229.9,3658.7,0.133,1.028,0.867,0.24,1,0,U,0.00111162,0,0.038,,,4.5,,,,8.38E-16,0,0,8.17E+39,0,0,0.937256,0,1,0,3.1171,0,slew
RX J1624+75,9231900004,xs69,56147,6767.8,0.733,1.009,0.267,0.133,1,0,U,0.000298334,0,0.038,,,4.5,,,,2.25E-16,0,0,2.19E+39,0,0,0.937256,0,1,0,1,0,slew
RX J1624+75,9241900002,xs70,56345.9,4489,0.267,1.024,0.733,0.221,1,0,U,0.000817173,0,0.038,,,4.5,,,,6.16E-16,0,0,6.02E+39,0,0,1.36342,0,1,0,1.22707,0,slew
SDSS J0748,9262400003,xs71,56755.3,6570,0,2.329,6.33,0.65,1,0,U,0.00235,0,0.0584,,,4.5,,,,2.11E-15,0,0,1.92E+40,0,0,3.46345,0,3.24866,0,5.96615,0,slew
SDSS J0938,9044000002,xs72,52398.6,2970,0,1.048,1.47,0.31,1,0,U,0.00191,0,0.0335,,,4.5,,,,1.36E-15,0,0,3.56E+40,0,0,2.29354,0,1,0,2.06418,0,slew
SDSS J0938,9209400002,xs73,55697.6,4070,0.533,1.015,0.47,0.18,1,0,U,0.000688,0,0.0335,,,4.5,,,,4.89E-16,0,0,1.28E+40,0,0,0.937256,0,1.36342,0,0.843531,0,slew
SDSS J0939,9281700002,xs74,57139.9,5708,5.8,2.85,2.2,0.383,0.0725,0.9275,U,0.00129443,0,0.0124,average of xmm fit for this event,,3.03,,,,9.89E-16,0,0,1.02E+41,0,0,1.71293,0,3.46345,0,3.1171,0,slew
SDSS J1011,9263100006,xs75,56769.5,6690,0,1.807,4,0.52,1,0,U,0.00166,0,0.00803,,,4.5,,,,5.74E-16,0,0,1.15E+41,0,0,3.02578,0,2.7968,0,5.39473,0,slew
SDSS J1011,9281900002,xs76,57143.6,6730,0,0.24,0.87,0.24,1,0,U,0.000604,0,0.00803,,,4.5,,,,2.09E-16,0,0,4.19E+40,0,0,1.36342,0,0.937256,0,1.22707,0,slew
SDSS J1011,9290400002,xs77,57313.3,4150,0,1.046,1.4,0.31,1,0,U,0.00132,0,0.00803,,,4.5,,,,4.56E-16,0,0,9.14E+40,0,0,2.7968,0,0.937256,0,1.22707,0,slew
SDSS J1055,9155100004,xs78,54615.5,1460,0,0.189,0.53,0.19,1,0,U,0.00207,0,0.00638,,,4.5,,,,6.40E-16,0,0,8.70E+39,0,0,2.7968,0,1,0,0.843531,0,slew
SDSS J1055,9281700002,xs79,57139.9,5710,1,1.438,1,0.26,0.63212,0.36788,U,0.000779,0,0.00638,,,4.5,,,,2.41E-16,0,0,3.28E+39,0,0,2.01907,0,0.937256,0,1.22707,0,slew
SDSS J1201,9072500005,xs80,52967.8,4290,0,0.2,0.6,0.2,1,0,U,0.000757262,0,0.24,average of xmm fits for this event,,5.06,average of xmm fits for this event,,,8.37E-16,0,0,5.00E+40,0,0,0.937256,0,1,0,0.843531,0,slew
SDSS J1201,9137400004,xs81,54262.2,1175,1.267,1.431,0.733,0.221,0.51809,0.48191,U,0.00312195,0,0.24,average of xmm fits for this event,,5.06,average of xmm fits for this event,,,3.45E-15,0,0,2.06E+41,0,0,0.937256,0,0.937256,0,0.843531,0,slew
SDSS J1201,9192300005,xs82,55357.3,1250,25.267,5.104,0.733,0.221,0,1,D,0.0224596,0.00453689,0.24,average of xmm fits for this event,,5.06,average of xmm fits for this event,,,2.49E-14,1.98E-14,2.99E-14,1.48E+42,1.18E+42,1.78E+42,14.37,4.00667,0.937256,0,1.22707,0,slew
SDSS J1201,9200800002,xs83,55526.2,4733,0,1.043,1.33,0.298,1,0,U,0.00112444,0,0.24,average of xmm fits for this event,,5.06,average of xmm fits for this event,,,1.24E-15,0,0,7.39E+40,0,0,2.55263,0,1.71293,0,1.81716,0,slew
SDSS J1241,9200800002,xs84,55526.2,4733,0,0.24,0.867,0.24,1,0,U,0.000859306,0,0.016,,,4.5,,,,4.20E-16,0,0,1.71E+39,0,0,1.36342,0,1,0,1.22707,0,slew
SDSS J1311,9221900003,xs85,55947,1160.8,0,0.32,1.533,0.32,1,0,U,0.00502281,0,0.0182,,,4.5,,,,2.62E-15,0,0,2.52E+41,0,0,3.46345,0,3.02578,0,1.22707,0,slew
SDSS J1311,9258200003,xs86,56671.2,5772,0.467,1.45,1.535,0.32,1,0,U,0.00101098,0,0.0182,,,4.5,,,,5.27E-16,0,0,5.07E+40,0,0,2.29354,0,2.29354,0,2.72321,0,slew
SDSS J1323,9072900002,xs87,52975,4603,23.933,5.007,1.067,0.267,0,1,D,0.00577715,0.00120863,0.01,,,4.5,,,,2.23E-15,0,0,4.30E+40,0,0,18.4444,4.58444,4.37,2.22333,1.81716,0,slew
SDSS J1323,9100300002,xs88,53521.7,3287,2.2,1.747,0.8,0.231,0.19121,0.80879,U,0.00117746,0,0.01,,,4.5,,,,4.54E-16,0,0,8.78E+39,0,0,2.01907,0,1,0,1.54164,0,slew
SDSS J1323,9155000002,xs89,54612.5,4759.8,0,0.291,1.267,0.291,1,0,U,0.00108404,0,0.01,,,4.5,,,,4.16E-16,0,0,8.04E+39,0,0,2.29354,0,1.71293,0,2.29737,0,slew
SDSS J1323,9248600003,xs90,56479.5,6050,0,1.037,1.133,0.275,1,0,U,0.000794541,0,0.01,,,4.5,,,,3.06E-16,0,0,5.92E+39,0,0,5.49961,0,1.71293,0,1.81716,0,slew
SDSS J1350,9276000002,xs91,57026,2000,0.2,2.62,3.8,0.503,1,0,U,0.00536004,0,0.012,,,4.5,,,,2.26E-15,0,0,3.38E+40,0,0,2.7968,0,2.55263,0,6.10397,0,slew
Swift J1112-82,9171700003,xs92,54946.4,4210,2.333,2.275,2.67,0.42,0.74584,0.25416,U,0.002,0,0.0909,,,4.5,,,,2.03E-15,0,0,4.07E+41,0,0,6.15597,0,0.937256,0,2.51712,0,slew
Swift J1112-82,9231600003,xs93,56140.8,4270,-0.0733,0.221,0.73,0.22,1,0,U,0.00086,0,0.0909,,,4.5,,,,8.73E-16,0,0,1.75E+41,0,0,1.71293,0,0.937256,0,1.54164,0,slew
Swift J1112-82,9242400004,xs94,56356.1,2150,0.467,1.018,0.53,0.19,1,0,U,0.00141,0,0.0909,,,4.5,,,,1.43E-15,0,0,2.87E+41,0,0,1.71293,0,1.36342,0,0.843531,0,slew
Swift J1644+57,9207900002,xs95,55667.7,2150,0,0.115,0.2,0.115,1,0,U,0.000796714,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,4.71E-16,0,0,2.31E+41,0,0,1,0,1,0,1,0,slew
Swift J1644+57,9208600002,xs96,55681.7,5520,0,0.231,0.8,0.231,1,0,U,0.000701144,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,4.15E-16,0,0,2.03E+41,0,0,1,0,1,0,1.22707,0,slew
Swift J1644+57,9209400002,xs97,55697.6,4067.2,0,2.406,11.8,0.887,1,0,U,0.00603892,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,3.57E-15,0,0,1.75E+42,0,0,1.71293,0,2.55263,0,7.69254,0,slew
Swift J1644+57,9212400002,xs98,55757.4,1688.5,0,0.231,0.8,0.231,1,0,U,0.00229216,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,1.35E-15,0,0,6.63E+41,0,0,0.937256,0,1,0,0.843531,0,slew
Swift J1644+57,9239400002,xs99,56296.3,5464.4,0,1.083,2.6,0.416,1,0,U,0.00151228,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,8.93E-16,0,0,4.37E+41,0,0,3.87031,0,0.937256,0,0.843531,0,slew
Swift J1644+57,9286300002,xs100,57231.4,3930,0,1.033,1,0.258,1,0,U,0.0011309,0,1.0475,average of xmm fits for this event,,1.51375,average of xmm fits for this event,,,6.68E-16,0,0,3.27E+41,0,0,1.71293,0,1,0,1.54164,0,slew
